deviceId,dealerId,L1DealerId,L2DealerId,L3DealerId,divisionId,servicingDealerId,customerId,modelName,serialNumber,timestamp,lastSuppliesUpdate,relatedGroupId,type,description,state,color,typical,unit,capacity,printCount,tonerNumber,tagIds,forecastingList
mn=QlA1MEM1NQ==:sn=NDMwMDY5MzcwMA==,840928,null,null,null,null,null,9281566,SHARP BP-50C55,4300693700,2025-10-28T18:13:46.882Z,2025-10-28T17:35:17.000Z,110d917d-32ea-486b-b091-d38c7602293e,1,Black Toner,ok,black,81,percent,100,2535,1,"[""55ebaeca-89ef-4e3c-b56c-e7863143d286""]",null
mn=QlA1MEM1NQ==:sn=NDMwMDY5MzcwMA==,840928,null,null,null,null,null,9281566,SHARP BP-50C55,4300693700,2025-10-22T21:13:57.748Z,2025-10-22T20:34:25.000Z,110d917d-32ea-486b-b091-d38c7602293e,1,Cyan Toner,ok,cyan,85,percent,100,856,1,"[""55ebaeca-89ef-4e3c-b56c-e7863143d286""]",null
mn=QlA1MEM1NQ==:sn=NDMwMDY5MzcwMA==,840928,null,null,null,null,null,9281566,SHARP BP-50C55,4300693700,2025-10-23T00:16:32.079Z,2025-10-22T23:34:25.000Z,110d917d-32ea-486b-b091-d38c7602293e,1,Black Toner,ok,black,85,percent,100,1962,1,"[""55ebaeca-89ef-4e3c-b56c-e7863143d286""]",null
mn=QlA1MEM1NQ==:sn=NDMwMDY5MzcwMA==,840928,null,null,null,null,null,9281566,SHARP BP-50C55,4300693700,2025-10-21T15:13:56.736Z,2025-10-21T14:34:26.000Z,110d917d-32ea-486b-b091-d38c7602293e,1,Black Toner,ok,black,87,percent,100,1634,1,"[""55ebaeca-89ef-4e3c-b56c-e7863143d286""]",null
mn=QlA1MEM1NQ==:sn=NDMwMDY5MzcwMA==,840928,null,null,null,null,null,9281566,SHARP BP-50C55,4300693700,2025-12-16T14:00:29.180Z,2025-12-16T14:00:29.180Z,110d917d-32ea-486b-b091-d38c7602293e,1,Magenta Toner,ok,magenta,71,percent,100,4848,1,"[""55ebaeca-89ef-4e3c-b56c-e7863143d286""]",[]
mn=QlA1MEM1NQ==:sn=NDMwMDY5MzcwMA==,840928,null,null,null,null,null,9281566,SHARP BP-50C55,4300693700,2025-10-30T15:12:49.226Z,2025-10-30T14:35:17.000Z,110d917d-32ea-486b-b091-d38c7602293e,1,Black Toner,ok,black,79,percent,100,2915,1,"[""55ebaeca-89ef-4e3c-b56c-e7863143d286""]",null
mn=QlA1MEM1NQ==:sn=NDMwMDY5MzcwMA==,840928,null,null,null,null,null,9281566,SHARP BP-50C55,4300693700,2025-10-24T18:11:55.004Z,2025-10-24T17:34:23.000Z,110d917d-32ea-486b-b091-d38c7602293e,1,Black Toner,ok,black,83,percent,100,2298,1,"[""55ebaeca-89ef-4e3c-b56c-e7863143d286""]",null
mn=QlA1MEM1NQ==:sn=NDMwMDY5MzcwMA==,840928,null,null,null,null,null,9281566,SHARP BP-50C55,4300693700,2025-10-24T03:12:56.558Z,2025-10-24T02:34:24.000Z,110d917d-32ea-486b-b091-d38c7602293e,1,Magenta Toner,ok,magenta,86,percent,100,1182,1,"[""55ebaeca-89ef-4e3c-b56c-e7863143d286""]",null
mn=QlA1MEM1NQ==:sn=NDMwMDY5MzcwMA==,840928,null,null,null,null,null,9281566,SHARP BP-50C55,4300693700,2025-10-03T00:14:01.833Z,2025-10-02T23:30:36.000Z,110d917d-32ea-486b-b091-d38c7602293e,1,Black Toner,ok,black,95,percent,100,17,1,"[""55ebaeca-89ef-4e3c-b56c-e7863143d286""]",null
mn=QlA1MEM1NQ==:sn=NDMwMDY5MzcwMA==,840928,null,null,null,null,null,9281566,SHARP BP-50C55,4300693700,2025-10-20T21:13:39.671Z,2025-10-20T20:34:27.000Z,110d917d-32ea-486b-b091-d38c7602293e,1,Black Toner,ok,black,88,percent,100,1484,1,"[""55ebaeca-89ef-4e3c-b56c-e7863143d286""]",null
mn=QlA1MEM1NQ==:sn=NDMwMDY5MzcwMA==,840928,null,null,null,null,null,9281566,SHARP BP-50C55,4300693700,2025-10-23T21:13:40.997Z,2025-10-23T20:34:24.000Z,110d917d-32ea-486b-b091-d38c7602293e,1,Yellow Toner,ok,yellow,84,percent,100,1060,1,"[""55ebaeca-89ef-4e3c-b56c-e7863143d286""]",null
mn=QlA1MEM1NQ==:sn=NDMwMDY5MzcwMA==,840928,null,null,null,null,null,9281566,SHARP BP-50C55,4300693700,2025-10-20T18:12:40.312Z,2025-10-20T17:34:27.000Z,110d917d-32ea-486b-b091-d38c7602293e,1,Cyan Toner,ok,cyan,90,percent,100,599,1,"[""55ebaeca-89ef-4e3c-b56c-e7863143d286""]",null
mn=QlA1MEM1NQ==:sn=NDMwMDY5MzcwMA==,840928,null,null,null,null,null,9281566,SHARP BP-50C55,4300693700,2025-10-02T21:08:51.511Z,2025-10-02T20:30:08.000Z,110d917d-32ea-486b-b091-d38c7602293e,1,Black Toner,ok,black,97,percent,100,4,1,"[""55ebaeca-89ef-4e3c-b56c-e7863143d286""]",null
mn=QlA1MEM1NQ==:sn=NDMwMDY5MzcwMA==,840928,null,null,null,null,null,9281566,SHARP BP-50C55,4300693700,2025-11-04T00:14:27.453Z,2025-11-03T23:35:13.000Z,110d917d-32ea-486b-b091-d38c7602293e,1,Yellow Toner,ok,yellow,78,percent,100,3134,1,"[""55ebaeca-89ef-4e3c-b56c-e7863143d286""]",null
mn=QlA1MEM1NQ==:sn=NDMwMDY5MzcwMA==,840928,null,null,null,null,null,9281566,SHARP BP-50C55,4300693700,2025-10-30T18:13:26.097Z,2025-10-30T17:35:17.000Z,110d917d-32ea-486b-b091-d38c7602293e,1,Magenta Toner,ok,magenta,82,percent,100,2424,1,"[""55ebaeca-89ef-4e3c-b56c-e7863143d286""]",null
mn=QlA1MEM1NQ==:sn=NDMwMDY5MzcwMA==,840928,null,null,null,null,null,9281566,SHARP BP-50C55,4300693700,2025-10-22T15:16:11.779Z,2025-10-22T14:34:25.000Z,110d917d-32ea-486b-b091-d38c7602293e,1,Black Toner,ok,black,86,percent,100,1832,1,"[""55ebaeca-89ef-4e3c-b56c-e7863143d286""]",null
mn=QlA1MEM1NQ==:sn=NDMwMDY5MzcwMA==,840928,null,null,null,null,null,9281566,SHARP BP-50C55,4300693700,2025-10-28T21:12:48.772Z,2025-10-28T20:35:16.000Z,110d917d-32ea-486b-b091-d38c7602293e,1,Cyan Toner,ok,cyan,82,percent,100,1773,1,"[""55ebaeca-89ef-4e3c-b56c-e7863143d286""]",null
mn=QlA1MEM1NQ==:sn=NDMwMDY5MzcwMA==,840928,null,null,null,null,null,9281566,SHARP BP-50C55,4300693700,2025-11-06T18:12:19.305Z,2025-11-06T17:35:11.000Z,110d917d-32ea-486b-b091-d38c7602293e,1,Magenta Toner,ok,magenta,78,percent,100,3323,1,"[""55ebaeca-89ef-4e3c-b56c-e7863143d286""]",null
mn=QlA1MEM1NQ==:sn=NDMwMDY5MzcwMA==,840928,null,null,null,null,null,9281566,SHARP BP-50C55,4300693700,2025-11-12T06:09:17.389Z,2025-11-12T06:09:17.389Z,110d917d-32ea-486b-b091-d38c7602293e,1,Cyan Toner,ok,cyan,75,percent,100,3563,1,null,[]
mn=QlA1MEM1NQ==:sn=NDMwMDY5MzcwMA==,840928,null,null,null,null,null,9281566,SHARP BP-50C55,4300693700,2025-10-17T21:12:01.236Z,2025-10-17T20:34:30.000Z,110d917d-32ea-486b-b091-d38c7602293e,1,Magenta Toner,ok,magenta,88,percent,100,387,1,"[""55ebaeca-89ef-4e3c-b56c-e7863143d286""]",null
mn=QlA1MEM1NQ==:sn=NDMwMDY5MzcwMA==,840928,null,null,null,null,null,9281566,SHARP BP-50C55,4300693700,2025-09-24T21:12:58.789Z,2025-09-24T20:41:48.000Z,110d917d-32ea-486b-b091-d38c7602293e,1,Yellow Toner,ok,yellow,98,percent,100,-1,1,[],null
mn=QlA1MEM1NQ==:sn=NDMwMDY5MzcwMA==,840928,null,null,null,null,null,9281566,SHARP BP-50C55,4300693700,2025-11-15T06:06:32.254Z,2025-11-15T06:06:32.254Z,110d917d-32ea-486b-b091-d38c7602293e,1,Yellow Toner,ok,yellow,75,percent,100,3738,1,null,[]
mn=QlA1MEM1NQ==:sn=NDMwMDY5MzcwMA==,840928,null,null,null,null,null,9281566,SHARP BP-50C55,4300693700,2025-11-19T06:06:32.701Z,2025-11-19T06:06:32.701Z,110d917d-32ea-486b-b091-d38c7602293e,1,Black Toner,ok,black,68,percent,100,4557,1,null,[]
mn=QlA1MEM1NQ==:sn=NDMwMDY5MzcwMA==,840928,null,null,null,null,null,9281566,SHARP BP-50C55,4300693700,2025-11-21T06:06:58.508Z,2025-11-21T06:06:58.508Z,110d917d-32ea-486b-b091-d38c7602293e,1,Cyan Toner,ok,cyan,72,percent,100,3982,1,null,[]
mn=QlA1MEM1NQ==:sn=NDMwMDY5MzcwMA==,840928,null,null,null,null,null,9281566,SHARP BP-50C55,4300693700,2025-10-30T18:13:26.097Z,2025-10-30T17:35:17.000Z,110d917d-32ea-486b-b091-d38c7602293e,1,Cyan Toner,ok,cyan,80,percent,100,2424,1,"[""55ebaeca-89ef-4e3c-b56c-e7863143d286""]",null
mn=QlA1MEM1NQ==:sn=NDMwMDY5MzcwMA==,840928,null,null,null,null,null,9281566,SHARP BP-50C55,4300693700,2025-10-13T18:12:08.127Z,2025-10-13T17:34:31.000Z,110d917d-32ea-486b-b091-d38c7602293e,1,Cyan Toner,ok,cyan,93,percent,100,80,1,"[""55ebaeca-89ef-4e3c-b56c-e7863143d286""]",null
mn=QlA1MEM1NQ==:sn=NDMwMDY5MzcwMA==,840928,null,null,null,null,null,9281566,SHARP BP-50C55,4300693700,2025-10-30T18:13:26.097Z,2025-10-30T17:35:17.000Z,110d917d-32ea-486b-b091-d38c7602293e,1,Yellow Toner,ok,yellow,81,percent,100,2424,1,"[""55ebaeca-89ef-4e3c-b56c-e7863143d286""]",null
mn=QlA1MEM1NQ==:sn=NDMwMDY5MzcwMA==,840928,null,null,null,null,null,9281566,SHARP BP-50C55,4300693700,2025-10-15T18:12:33.934Z,2025-10-15T17:34:31.000Z,110d917d-32ea-486b-b091-d38c7602293e,1,Black Toner,ok,black,92,percent,100,586,1,"[""55ebaeca-89ef-4e3c-b56c-e7863143d286""]",null
mn=QlA1MEM1NQ==:sn=NDMwMDY5MzcwMA==,840928,null,null,null,null,null,9281566,SHARP BP-50C55,4300693700,2025-10-23T21:13:40.997Z,2025-10-23T20:34:24.000Z,110d917d-32ea-486b-b091-d38c7602293e,1,Black Toner,ok,black,84,percent,100,2155,1,"[""55ebaeca-89ef-4e3c-b56c-e7863143d286""]",null
mn=QlA1MEM1NQ==:sn=NDMwMDY5MzcwMA==,840928,null,null,null,null,null,9281566,SHARP BP-50C55,4300693700,2025-11-04T18:14:42.381Z,2025-11-04T17:35:12.000Z,110d917d-32ea-486b-b091-d38c7602293e,1,Black Toner,ok,black,74,percent,100,3285,1,"[""55ebaeca-89ef-4e3c-b56c-e7863143d286""]",null
mn=QlA1MEM1NQ==:sn=NDMwMDY5MzcwMA==,840928,null,null,null,null,null,9281566,SHARP BP-50C55,4300693700,2025-12-02T06:06:27.989Z,2025-12-02T06:06:27.989Z,110d917d-32ea-486b-b091-d38c7602293e,1,Magenta Toner,ok,magenta,73,percent,100,4259,1,null,[]
mn=QlA1MEM1NQ==:sn=NDMwMDY5MzcwMA==,840928,null,null,null,null,null,9281566,SHARP BP-50C55,4300693700,2025-11-03T21:12:39.501Z,2025-11-03T20:35:13.000Z,110d917d-32ea-486b-b091-d38c7602293e,1,Cyan Toner,ok,cyan,77,percent,100,2973,1,"[""55ebaeca-89ef-4e3c-b56c-e7863143d286""]",null
mn=QlA1MEM1NQ==:sn=NDMwMDY5MzcwMA==,840928,null,null,null,null,null,9281566,SHARP BP-50C55,4300693700,2025-11-06T18:12:19.305Z,2025-11-06T17:35:11.000Z,110d917d-32ea-486b-b091-d38c7602293e,1,Cyan Toner,ok,cyan,76,percent,100,3323,1,"[""55ebaeca-89ef-4e3c-b56c-e7863143d286""]",null
mn=QlA1MEM1NQ==:sn=NDMwMDY5MzcwMA==,840928,null,null,null,null,null,9281566,SHARP BP-50C55,4300693700,2025-11-21T06:06:58.508Z,2025-11-21T06:06:58.508Z,110d917d-32ea-486b-b091-d38c7602293e,1,Yellow Toner,ok,yellow,74,percent,100,3982,1,null,[]
mn=QlA1MEM1NQ==:sn=NDMwMDY5MzcwMA==,840928,null,null,null,null,null,9281566,SHARP BP-50C55,4300693700,2025-11-25T06:06:21.424Z,2025-11-25T06:06:21.424Z,110d917d-32ea-486b-b091-d38c7602293e,1,Black Toner,ok,black,66,percent,100,4813,1,null,[]
mn=QlA1MEM1NQ==:sn=NDMwMDY5MzcwMA==,840928,null,null,null,null,null,9281566,SHARP BP-50C55,4300693700,2025-10-20T18:12:40.312Z,2025-10-20T17:34:27.000Z,110d917d-32ea-486b-b091-d38c7602293e,1,Black Toner,ok,black,89,percent,100,1408,1,"[""55ebaeca-89ef-4e3c-b56c-e7863143d286""]",null
mn=QlA1MEM1NQ==:sn=NDMwMDY5MzcwMA==,840928,null,null,null,null,null,9281566,SHARP BP-50C55,4300693700,2025-11-19T06:06:32.701Z,2025-11-19T06:06:32.701Z,110d917d-32ea-486b-b091-d38c7602293e,1,Magenta Toner,ok,magenta,75,percent,100,3833,1,null,[]
mn=QlA1MEM1NQ==:sn=NDMwMDY5MzcwMA==,840928,null,null,null,null,null,9281566,SHARP BP-50C55,4300693700,2025-10-17T18:13:41.080Z,2025-10-17T17:34:30.000Z,110d917d-32ea-486b-b091-d38c7602293e,1,Yellow Toner,ok,yellow,85,percent,100,373,1,"[""55ebaeca-89ef-4e3c-b56c-e7863143d286""]",null
mn=QlA1MEM1NQ==:sn=NDMwMDY5MzcwMA==,840928,null,null,null,null,null,9281566,SHARP BP-50C55,4300693700,2025-11-03T21:12:39.501Z,2025-11-03T20:35:13.000Z,110d917d-32ea-486b-b091-d38c7602293e,1,Black Toner,ok,black,76,percent,100,3126,1,"[""55ebaeca-89ef-4e3c-b56c-e7863143d286""]",null
mn=QlA1MEM1NQ==:sn=NDMwMDY5MzcwMA==,840928,null,null,null,null,null,9281566,SHARP BP-50C55,4300693700,2025-10-27T15:12:59.990Z,2025-10-27T14:35:18.000Z,110d917d-32ea-486b-b091-d38c7602293e,1,Black Toner,ok,black,82,percent,100,2416,1,"[""55ebaeca-89ef-4e3c-b56c-e7863143d286""]",null
mn=QlA1MEM1NQ==:sn=NDMwMDY5MzcwMA==,840928,null,null,null,null,null,9281566,SHARP BP-50C55,4300693700,2025-10-09T18:14:01.325Z,2025-10-09T17:33:33.000Z,110d917d-32ea-486b-b091-d38c7602293e,1,Magenta Toner,ok,magenta,94,percent,100,66,1,"[""55ebaeca-89ef-4e3c-b56c-e7863143d286""]",null
mn=QlA1MEM1NQ==:sn=NDMwMDY5MzcwMA==,840928,null,null,null,null,null,9281566,SHARP BP-50C55,4300693700,2025-10-14T15:10:28.075Z,2025-10-14T14:34:30.000Z,110d917d-32ea-486b-b091-d38c7602293e,1,Magenta Toner,ok,magenta,93,percent,100,118,1,"[""55ebaeca-89ef-4e3c-b56c-e7863143d286""]",null
mn=QlA1MEM1NQ==:sn=NDMwMDY5MzcwMA==,840928,null,null,null,null,null,9281566,SHARP BP-50C55,4300693700,2025-10-16T18:13:53.270Z,2025-10-16T17:34:32.000Z,110d917d-32ea-486b-b091-d38c7602293e,1,Magenta Toner,ok,magenta,91,percent,100,265,1,"[""55ebaeca-89ef-4e3c-b56c-e7863143d286""]",null
mn=QlA1MEM1NQ==:sn=NDMwMDY5MzcwMA==,840928,null,null,null,null,null,9281566,SHARP BP-50C55,4300693700,2025-10-31T21:12:35.890Z,2025-10-31T20:35:16.000Z,110d917d-32ea-486b-b091-d38c7602293e,1,Cyan Toner,ok,cyan,79,percent,100,2528,1,"[""55ebaeca-89ef-4e3c-b56c-e7863143d286""]",null
mn=QlA1MEM1NQ==:sn=NDMwMDY5MzcwMA==,840928,null,null,null,null,null,9281566,SHARP BP-50C55,4300693700,2025-11-19T06:06:32.701Z,2025-11-19T06:06:32.701Z,110d917d-32ea-486b-b091-d38c7602293e,1,Cyan Toner,ok,cyan,74,percent,100,3833,1,null,[]
mn=QlA1MEM1NQ==:sn=NDMwMDY5MzcwMA==,840928,null,null,null,null,null,9281566,SHARP BP-50C55,4300693700,2025-11-03T21:12:39.501Z,2025-11-03T20:35:13.000Z,110d917d-32ea-486b-b091-d38c7602293e,1,Magenta Toner,ok,magenta,80,percent,100,2973,1,"[""55ebaeca-89ef-4e3c-b56c-e7863143d286""]",null
mn=QlA1MEM1NQ==:sn=NDMwMDY5MzcwMA==,840928,null,null,null,null,null,9281566,SHARP BP-50C55,4300693700,2025-10-28T21:12:48.772Z,2025-10-28T20:35:16.000Z,110d917d-32ea-486b-b091-d38c7602293e,1,Yellow Toner,ok,yellow,82,percent,100,1773,1,"[""55ebaeca-89ef-4e3c-b56c-e7863143d286""]",null
mn=QlA1MEM1NQ==:sn=NDMwMDY5MzcwMA==,840928,null,null,null,null,null,9281566,SHARP BP-50C55,4300693700,2025-10-21T18:12:17.749Z,2025-10-21T17:34:26.000Z,110d917d-32ea-486b-b091-d38c7602293e,1,Cyan Toner,ok,cyan,89,percent,100,701,1,"[""55ebaeca-89ef-4e3c-b56c-e7863143d286""]",null
mn=QlA1MEM1NQ==:sn=NDMwMDY5MzcwMA==,840928,null,null,null,null,null,9281566,SHARP BP-50C55,4300693700,2025-09-24T21:12:58.789Z,2025-09-24T20:41:48.000Z,110d917d-32ea-486b-b091-d38c7602293e,1,Cyan Toner,ok,cyan,99,percent,100,-1,1,[],null
mn=QlA1MEM1NQ==:sn=NDMwMDY5MzcwMA==,840928,null,null,null,null,null,9281566,SHARP BP-50C55,4300693700,2025-10-24T21:15:56.401Z,2025-10-24T20:34:24.000Z,110d917d-32ea-486b-b091-d38c7602293e,1,Cyan Toner,ok,cyan,84,percent,100,1340,1,"[""55ebaeca-89ef-4e3c-b56c-e7863143d286""]",null
mn=QlA1MEM1NQ==:sn=NDMwMDY5MzcwMA==,840928,null,null,null,null,null,9281566,SHARP BP-50C55,4300693700,2025-10-02T21:08:51.511Z,2025-10-02T20:30:08.000Z,110d917d-32ea-486b-b091-d38c7602293e,1,Cyan Toner,ok,cyan,95,percent,100,37,1,"[""55ebaeca-89ef-4e3c-b56c-e7863143d286""]",null
mn=QlA1MEM1NQ==:sn=NDMwMDY5MzcwMA==,840928,null,null,null,null,null,9281566,SHARP BP-50C55,4300693700,2025-11-06T18:12:19.305Z,2025-11-06T17:35:11.000Z,110d917d-32ea-486b-b091-d38c7602293e,1,Black Toner,ok,black,72,percent,100,3749,1,"[""55ebaeca-89ef-4e3c-b56c-e7863143d286""]",null
mn=QlA1MEM1NQ==:sn=NDMwMDY5MzcwMA==,840928,null,null,null,null,null,9281566,SHARP BP-50C55,4300693700,2025-10-30T21:12:57.438Z,2025-10-30T20:35:16.000Z,110d917d-32ea-486b-b091-d38c7602293e,1,Magenta Toner,ok,magenta,81,percent,100,2471,1,"[""55ebaeca-89ef-4e3c-b56c-e7863143d286""]",null
mn=QlA1MEM1NQ==:sn=NDMwMDY5MzcwMA==,840928,null,null,null,null,null,9281566,SHARP BP-50C55,4300693700,2025-10-30T18:13:26.097Z,2025-10-30T17:35:17.000Z,110d917d-32ea-486b-b091-d38c7602293e,1,Black Toner,ok,black,78,percent,100,2934,1,"[""55ebaeca-89ef-4e3c-b56c-e7863143d286""]",null
mn=QlA1MEM1NQ==:sn=NDMwMDY5MzcwMA==,840928,null,null,null,null,null,9281566,SHARP BP-50C55,4300693700,2025-10-27T18:12:17.315Z,2025-10-27T17:35:18.000Z,110d917d-32ea-486b-b091-d38c7602293e,1,Magenta Toner,ok,magenta,85,percent,100,1408,1,"[""55ebaeca-89ef-4e3c-b56c-e7863143d286""]",null
mn=QlA1MEM1NQ==:sn=NDMwMDY5MzcwMA==,840928,null,null,null,null,null,9281566,SHARP BP-50C55,4300693700,2025-10-08T18:08:41.101Z,2025-10-08T17:31:34.000Z,110d917d-32ea-486b-b091-d38c7602293e,1,Cyan Toner,ok,cyan,94,percent,100,54,1,"[""55ebaeca-89ef-4e3c-b56c-e7863143d286""]",null
mn=QlA1MEM1NQ==:sn=NDMwMDY5MzcwMA==,840928,null,null,null,null,null,9281566,SHARP BP-50C55,4300693700,2025-11-01T00:12:02.818Z,2025-10-31T23:35:15.000Z,110d917d-32ea-486b-b091-d38c7602293e,1,Black Toner,ok,black,77,percent,100,3045,1,"[""55ebaeca-89ef-4e3c-b56c-e7863143d286""]",null
mn=QlA1MEM1NQ==:sn=NDMwMDY5MzcwMA==,840928,null,null,null,null,null,9281566,SHARP BP-50C55,4300693700,2025-11-05T15:16:46.509Z,2025-11-05T14:35:11.000Z,110d917d-32ea-486b-b091-d38c7602293e,1,Yellow Toner,ok,yellow,77,percent,100,3245,1,"[""55ebaeca-89ef-4e3c-b56c-e7863143d286""]",null
mn=QlA1MEM1NQ==:sn=NDMwMDY5MzcwMA==,840928,null,null,null,null,null,9281566,SHARP BP-50C55,4300693700,2025-11-04T00:14:27.453Z,2025-11-03T23:35:13.000Z,110d917d-32ea-486b-b091-d38c7602293e,1,Black Toner,ok,black,75,percent,100,3141,1,"[""55ebaeca-89ef-4e3c-b56c-e7863143d286""]",null
mn=QlA1MEM1NQ==:sn=NDMwMDY5MzcwMA==,840928,null,null,null,null,null,9281566,SHARP BP-50C55,4300693700,2025-12-02T06:06:27.989Z,2025-12-02T06:06:27.989Z,110d917d-32ea-486b-b091-d38c7602293e,1,Yellow Toner,ok,yellow,73,percent,100,4259,1,null,[]
mn=QlA1MEM1NQ==:sn=NDMwMDY5MzcwMA==,840928,null,null,null,null,null,9281566,SHARP BP-50C55,4300693700,2025-11-15T06:06:32.254Z,2025-11-15T06:06:32.254Z,110d917d-32ea-486b-b091-d38c7602293e,1,Magenta Toner,ok,magenta,76,percent,100,3738,1,null,[]
mn=QlA1MEM1NQ==:sn=NDMwMDY5MzcwMA==,840928,null,null,null,null,null,9281566,SHARP BP-50C55,4300693700,2025-11-07T21:09:13.588Z,2025-11-07T20:35:10.000Z,110d917d-32ea-486b-b091-d38c7602293e,1,Magenta Toner,ok,magenta,77,percent,100,3414,1,"[""55ebaeca-89ef-4e3c-b56c-e7863143d286""]",null
mn=QlA1MEM1NQ==:sn=NDMwMDY5MzcwMA==,840928,null,null,null,null,null,9281566,SHARP BP-50C55,4300693700,2025-11-04T00:14:27.453Z,2025-11-03T23:35:13.000Z,110d917d-32ea-486b-b091-d38c7602293e,1,Magenta Toner,ok,magenta,79,percent,100,3134,1,"[""55ebaeca-89ef-4e3c-b56c-e7863143d286""]",null
mn=QlA1MEM1NQ==:sn=NDMwMDY5MzcwMA==,840928,null,null,null,null,null,9281566,SHARP BP-50C55,4300693700,2025-09-24T21:12:58.789Z,2025-09-24T20:41:48.000Z,110d917d-32ea-486b-b091-d38c7602293e,1,Magenta Toner,ok,magenta,98,percent,100,-1,1,[],null
mn=QlA1MEM1NQ==:sn=NDMwMDY5MzcwMA==,840928,null,null,null,null,null,9281566,SHARP BP-50C55,4300693700,2025-10-02T21:08:51.511Z,2025-10-02T20:30:08.000Z,110d917d-32ea-486b-b091-d38c7602293e,1,Yellow Toner,ok,yellow,95,percent,100,37,1,"[""55ebaeca-89ef-4e3c-b56c-e7863143d286""]",null
mn=QlA1MEM1NQ==:sn=NDMwMDY5MzcwMA==,840928,null,null,null,null,null,9281566,SHARP BP-50C55,4300693700,2025-11-03T18:14:31.711Z,2025-11-03T17:35:13.000Z,110d917d-32ea-486b-b091-d38c7602293e,1,Cyan Toner,ok,cyan,78,percent,100,2666,1,"[""55ebaeca-89ef-4e3c-b56c-e7863143d286""]",null
